year,County_of_Residence,Source_of_Payment,Births
2017-01-01,"Penobscot County, ME",Private Insurance,745
2017-01-01,"Washington County, MD",Private Insurance,746
2017-01-01,"Eaton County, MI",Private Insurance,701
2017-01-01,"Warren County, NJ",Private Insurance,630
2017-01-01,"Brunswick County, NC",Private Insurance,443
2017-01-01,"Lackawanna County, PA",Private Insurance,624
2017-01-01,"Aiken County, SC",Private Insurance,764
2017-01-01,"York County, SC",Private Insurance,1625
2017-01-01,"Pennington County, SD",Private Insurance,600
2017-01-01,"Sullivan County, TN",Private Insurance,678
2017-01-01,"Cambria County, PA",Self Pay,10
2017-01-01,"Unidentified Counties, SD",Self Pay,218
2017-01-01,"Galveston County, TX",Self Pay,68
2017-01-01,"St. Johns County, FL",Other,42
2017-01-01,"Santa Rosa County, FL",Other,388
2017-01-01,"Cumberland County, NC",Other,2095
2017-01-01,"Columbiana County, OH",Other,10
2017-01-01,"Warren County, OH",Other,77
2017-01-01,"Carroll County, GA",Private Insurance,733
2017-01-01,"Washington County, OR",Private Insurance,4343
2017-01-01,"Minnehaha County, SD",Private Insurance,1950
2017-01-01,"Alameda County, CA",Self Pay,432
2017-01-01,"Canyon County, ID",Self Pay,247
2017-01-01,"Worcester County, MA",Self Pay,54
2017-01-01,"Sussex County, NJ",Self Pay,34
2017-01-01,"Taylor County, TX",Self Pay,41
2017-01-01,"Washington County, AR",Other,26
2017-01-01,"Scott County, IA",Other,20
2017-01-01,"Essex County, MA",Other,563
2017-01-01,"Kings County, NY",Other,265
2017-01-01,"Lorain County, OH",Other,39
2017-01-01,"Canadian County, OK",Other,79
2017-01-01,"Franklin County, PA",Unknown or Not Stated,59
2017-01-01,"Jefferson County, KY",Medicaid,4507
2017-01-01,"Montgomery County, OH",Medicaid,3093
2017-01-01,"Unidentified Counties, OK",Medicaid,12542
2017-01-01,"Beaver County, PA",Medicaid,451
2017-01-01,"Charleston County, SC",Medicaid,1848
2017-01-01,"Fort Bend County, TX",Private Insurance,5577
2017-01-01,"Madison County, AL",Self Pay,66
2017-01-01,"Monmouth County, NJ",Self Pay,502
2017-01-01,"Onondaga County, NY",Self Pay,33
2017-01-01,"Schenectady County, NY",Self Pay,17
2017-01-01,"Henderson County, NC",Self Pay,28
2017-01-01,"Lee County, AL",Other,225
2017-01-01,"St. Lucie County, FL",Other,17
2017-01-01,"Maui County, HI",Other,61
2017-01-01,"Prince George's County, MD",Other,285
2017-01-01,"Ulster County, NY",Other,55
2017-01-01,"Unidentified Counties, PA",Other,356
2017-01-01,"Schuylkill County, PA",Unknown or Not Stated,28
2017-01-01,"Merced County, CA",Medicaid,2631
2017-01-01,"Citrus County, FL",Medicaid,774
2017-01-01,"Prince George's County, MD",Medicaid,6473
2017-01-01,"Norfolk County, MA",Medicaid,1097
2017-01-01,"Bergen County, NJ",Medicaid,1538
2017-01-01,"Monmouth County, NJ",Medicaid,1189
2017-01-01,"Greene County, OH",Medicaid,554
2017-01-01,"Lancaster County, PA",Medicaid,1822
2017-01-01,"Luzerne County, PA",Medicaid,1587
2017-01-01,"Fond du Lac County, WI",Medicaid,355
2017-01-01,"El Paso County, CO",Private Insurance,3177
2017-01-01,"Lake County, FL",Private Insurance,1410
2017-01-01,"Orange County, FL",Private Insurance,7409
2017-01-01,"Gwinnett County, GA",Private Insurance,5235
2017-01-01,"Unidentified Counties, IL",Private Insurance,11405
2017-01-01,"Rapides Parish, LA",Private Insurance,522
2017-01-01,"St. Louis County, MO",Private Insurance,7291
2017-01-01,"Bernalillo County, NM",Private Insurance,2856
2017-01-01,"Pitt County, NC",Private Insurance,867
2017-01-01,"Unidentified Counties, NC",Private Insurance,11015
2017-01-01,"Mahoning County, OH",Private Insurance,985
2017-01-01,"Parker County, TX",Private Insurance,833
2017-01-01,"Williamson County, TX",Private Insurance,4321
2017-01-01,"Okaloosa County, FL",Self Pay,146
2017-01-01,"Lancaster County, NE",Self Pay,183
2017-01-01,"Lexington County, SC",Self Pay,99
2017-01-01,"Jefferson County, AL",Other,70
2017-01-01,"McLean County, IL",Other,14
2017-01-01,"Harrison County, MS",Other,286
2017-01-01,"Pitt County, NC",Other,21
2017-01-01,"Franklin County, OH",Other,546
2017-01-01,"Pennington County, SD",Other,292
2017-01-01,"Sullivan County, TN",Other,14
2017-01-01,"Tarrant County, TX",Other,70
2017-01-01,"Ventura County, CA",Medicaid,4008
2017-01-01,"Unidentified Counties, CA",Medicaid,5631
2017-01-01,"Adams County, CO",Private Insurance,3015
2017-01-01,"Fairfield County, CT",Private Insurance,5881
2017-01-01,"Hunterdon County, NJ",Private Insurance,792
2017-01-01,"Albany County, NY",Private Insurance,1774
2017-01-01,"Durham County, NC",Private Insurance,2309
2017-01-01,"Unidentified Counties, PA",Private Insurance,8591
2017-01-01,"Sebastian County, AR",Self Pay,74
2017-01-01,"Sarasota County, FL",Self Pay,154
2017-01-01,"Hunterdon County, NJ",Self Pay,50
2017-01-01,"Lehigh County, PA",Self Pay,115
2017-01-01,"Charleston County, SC",Self Pay,94
2017-01-01,"Hamilton County, TN",Self Pay,63
2017-01-01,"Unidentified Counties, TN",Self Pay,638
2017-01-01,"Fort Bend County, TX",Self Pay,1059
2017-01-01,"Prince William County, VA",Self Pay,574
2017-01-01,"Benton County, AR",Other,37
2017-01-01,"Indian River County, FL",Other,101
2017-01-01,"Kootenai County, ID",Other,45
2017-01-01,"Vigo County, IN",Other,19
2017-01-01,"Unidentified Counties, MO",Other,1024
2017-01-01,"Unidentified Counties, NV",Other,185
2017-01-01,"Spokane County, WA",Unknown or Not Stated,229
2017-01-01,"Bay County, MI",Private Insurance,530
2017-01-01,"Maricopa County, AZ",Self Pay,1756
2017-01-01,"Pima County, AZ",Self Pay,298
2017-01-01,"Unidentified Counties, CO",Self Pay,389
2017-01-01,"Kootenai County, ID",Self Pay,112
2017-01-01,"Unidentified Counties, ID",Self Pay,683
2017-01-01,"Unidentified Counties, IA",Self Pay,815
2017-01-01,"Richland County, OH",Self Pay,113
2017-01-01,"Butler County, PA",Self Pay,15
2017-01-01,"Onondaga County, NY",Other,99
2017-01-01,"Berkeley County, WV",Other,15
2017-01-01,"Unidentified Counties, KS",Unknown or Not Stated,97
2017-01-01,"Beaver County, PA",Unknown or Not Stated,269
2017-01-01,"Bell County, TX",Unknown or Not Stated,15
2017-01-01,"Snohomish County, WA",Unknown or Not Stated,114
2017-01-01,"Houston County, AL",Medicaid,791
2017-01-01,"Lee County, AL",Medicaid,684
2017-01-01,"Miami-Dade County, FL",Medicaid,13408
2017-01-01,"Columbia County, GA",Medicaid,401
2017-01-01,"Clark County, IN",Medicaid,451
2017-01-01,"Douglas County, KS",Medicaid,325
2017-01-01,"Macomb County, MI",Medicaid,3459
2017-01-01,"Unidentified Counties, NC",Medicaid,17081
2017-01-01,"Dorchester County, SC",Medicaid,773
2017-01-01,"York County, SC",Medicaid,1197
2017-01-01,"Unidentified Counties, KY",Private Insurance,13221
2017-01-01,"Harrison County, MS",Private Insurance,784
2017-01-01,"Unidentified Counties, SC",Private Insurance,4212
2017-01-01,"Smith County, TX",Private Insurance,1358
2017-01-01,"Cook County, IL",Other,453
2017-01-01,"Lafayette Parish, LA",Other,34
2017-01-01,"Cuyahoga County, OH",Other,297
2017-01-01,"Clark County, NV",Unknown or Not Stated,211
2017-01-01,"Unidentified Counties, TN",Unknown or Not Stated,1138
2017-01-01,"Pima County, AZ",Medicaid,5437
2017-01-01,"Yuma County, AZ",Medicaid,1849
2017-01-01,"Fresno County, CA",Medicaid,10080
2017-01-01,"Kern County, CA",Medicaid,9186
2017-01-01,"Kings County, CA",Medicaid,1378
2017-01-01,"Orange County, CA",Medicaid,11301
2017-01-01,"Tulare County, CA",Medicaid,5010
2017-01-01,"Bristol County, MA",Medicaid,2218
2017-01-01,"Calhoun County, MI",Medicaid,716
2017-01-01,"Erie County, NY",Medicaid,2415
2017-01-01,"Monroe County, NY",Medicaid,3668
2017-01-01,"Rensselaer County, NY",Medicaid,602
2017-01-01,"Onslow County, NC",Medicaid,999
2017-01-01,"Providence County, RI",Medicaid,4096
2017-01-01,"Utah County, UT",Medicaid,2264
2017-01-01,"Spokane County, WA",Medicaid,2738
2017-01-01,"Alachua County, FL",Private Insurance,1449
2017-01-01,"Polk County, FL",Private Insurance,2608
2017-01-01,"DeKalb County, GA",Private Insurance,4335
2017-01-01,"Stearns County, MN",Private Insurance,1100
2017-01-01,"Jasper County, MO",Private Insurance,737
2017-01-01,"Unidentified Counties, NV",Private Insurance,1671
2017-01-01,"Franklin County, OH",Private Insurance,9492
2017-01-01,"Licking County, OH",Private Insurance,987
2017-01-01,"Knox County, TN",Private Insurance,2941
2017-01-01,"Vanderburgh County, IN",Self Pay,45
2017-01-01,"Unidentified Counties, NC",Self Pay,2075
2017-01-01,"Midland County, TX",Self Pay,166
2017-01-01,"District of Columbia, DC",Other,700
2017-01-01,"Gwinnett County, GA",Other,426
2017-01-01,"Bronx County, NY",Other,250
2017-01-01,"Unidentified Counties, NC",Other,1296
2017-01-01,"Anderson County, SC",Other,138
2017-01-01,"Richland County, SC",Other,320
2017-01-01,"Cass County, ND",Unknown or Not Stated,42
2017-01-01,"Hillsborough County, NH",Medicaid,1132
2017-01-01,"Unidentified Counties, NH",Medicaid,988
2017-01-01,"Unidentified Counties, VT",Medicaid,1946
2017-01-01,"Sheboygan County, WI",Medicaid,396
2017-01-01,"Placer County, CA",Private Insurance,2704
2017-01-01,"Plymouth County, MA",Private Insurance,3495
2017-01-01,"Unidentified Counties, MI",Private Insurance,10962
2017-01-01,"Unidentified Counties, NJ",Private Insurance,748
2017-01-01,"Linn County, OR",Private Insurance,690
2017-01-01,"Montgomery County, PA",Private Insurance,6698
2017-01-01,"Pierce County, WA",Private Insurance,5002
2017-01-01,"Unidentified Counties, KS",Self Pay,917
2017-01-01,"Unidentified Counties, OR",Other,277
2017-01-01,"El Paso County, TX",Other,1571
2017-01-01,"Oakland County, MI",Unknown or Not Stated,21
2017-01-01,"Baldwin County, AL",Medicaid,1050
2017-01-01,"Palm Beach County, FL",Medicaid,7880
2017-01-01,"McHenry County, IL",Medicaid,969
2017-01-01,"Greene County, MO",Medicaid,1289
2017-01-01,"Washoe County, NV",Medicaid,1970
2017-01-01,"Essex County, NJ",Medicaid,4484
2017-01-01,"Berkeley County, SC",Medicaid,1142
2017-01-01,"Randall County, TX",Medicaid,647
2017-01-01,"Arlington County, VA",Medicaid,116
2017-01-01,"Unidentified Counties, VA",Medicaid,14621
2017-01-01,"Kenosha County, WI",Medicaid,779
2017-01-01,"Calhoun County, AL",Private Insurance,506
2017-01-01,"Etowah County, AL",Private Insurance,474
2017-01-01,"Jefferson Parish, LA",Private Insurance,1833
2017-01-01,"Unidentified Counties, NM",Private Insurance,2211
2017-01-01,"Erie County, PA",Private Insurance,1403
2017-01-01,"Brazos County, TX",Private Insurance,1238
2017-01-01,"Potter County, TX",Private Insurance,405
2017-01-01,"Lake County, IN",Self Pay,59
2017-01-01,"Vigo County, IN",Self Pay,35
2017-01-01,"Orleans Parish, LA",Self Pay,34
2017-01-01,"Butler County, OH",Self Pay,235
2017-01-01,"Orange County, FL",Other,159
2017-01-01,"Unidentified Counties, IN",Other,491
2017-01-01,"Montgomery County, OH",Other,340
2017-01-01,"Santa Clara County, CA",Medicaid,5031
2017-01-01,"Middlesex County, CT",Medicaid,317
2017-01-01,"Ada County, ID",Medicaid,1497
2017-01-01,"Cumberland County, ME",Medicaid,714
2017-01-01,"Unidentified Counties, NE",Medicaid,3883
2017-01-01,"Oneida County, NY",Medicaid,1298
2017-01-01,"Clark County, WA",Medicaid,2387
2017-01-01,"Pueblo County, CO",Private Insurance,594
2017-01-01,"McHenry County, IL",Private Insurance,2149
2017-01-01,"Lake County, IN",Private Insurance,2550
2017-01-01,"Allegan County, MI",Private Insurance,801
2017-01-01,"Jackson County, MI",Private Insurance,938
2017-01-01,"Oakland County, MI",Private Insurance,10013
2017-01-01,"Erie County, NY",Private Insurance,6419
2017-01-01,"Berkeley County, WV",Private Insurance,811
2017-01-01,"Unidentified Counties, WY",Private Insurance,3815
2017-01-01,"Lee County, FL",Self Pay,120
2017-01-01,"Polk County, FL",Self Pay,371
2017-01-01,"Unidentified Counties, NM",Self Pay,591
2017-01-01,"Spartanburg County, SC",Self Pay,165
2017-01-01,"Tolland County, CT",Other,17
2017-01-01,"Unidentified Counties, KS",Other,1528
2017-01-01,"Frederick County, MD",Other,155
2017-01-01,"Hillsborough County, NH",Other,121
2017-01-01,"Jefferson County, NY",Other,1041
2017-01-01,"Knox County, TN",Unknown or Not Stated,30
2017-01-01,"Stearns County, MN",Medicaid,838
2017-01-01,"Centre County, PA",Medicaid,167
2017-01-01,"Denver County, CO",Private Insurance,4830
2017-01-01,"Kootenai County, ID",Private Insurance,1021
2017-01-01,"Merrimack County, NH",Private Insurance,919
2017-01-01,"Orange County, NC",Private Insurance,765
2017-01-01,"Orange County, CA",Self Pay,4171
2017-01-01,"Denver County, CO",Self Pay,157
2017-01-01,"Kenton County, KY",Self Pay,129
2017-01-01,"Greene County, MO",Self Pay,128
2017-01-01,"Unidentified Counties, AK",Other,1182
2017-01-01,"Minnehaha County, SD",Other,55
2017-01-01,"Jefferson County, TX",Other,19
2017-01-01,"Norfolk city, VA",Other,279
2017-01-01,"Jefferson County, AL",Medicaid,3618
2017-01-01,"Charlotte County, FL",Medicaid,654
2017-01-01,"Coweta County, GA",Medicaid,624
2017-01-01,"Madison County, IL",Medicaid,960
2017-01-01,"Cecil County, MD",Medicaid,478
2017-01-01,"Harrison County, MS",Medicaid,1472
2017-01-01,"Cleveland County, OK",Medicaid,1045
2017-01-01,"Schuylkill County, PA",Medicaid,528
2017-01-01,"Sumner County, TN",Medicaid,795
2017-01-01,"Allen County, OH",Private Insurance,583
2017-01-01,"Madera County, CA",Self Pay,29
2017-01-01,"Montgomery County, OH",Self Pay,231
2017-01-01,"Windham County, CT",Other,18
2017-01-01,"Unidentified Counties, NJ",Other,12
2017-01-01,"Schuylkill County, PA",Other,25
2017-01-01,"Maricopa County, AZ",Unknown or Not Stated,121
2017-01-01,"Volusia County, FL",Unknown or Not Stated,25
2017-01-01,"Lorain County, OH",Unknown or Not Stated,18
2017-01-01,"Manatee County, FL",Medicaid,1903
2017-01-01,"DuPage County, IL",Medicaid,2579
2017-01-01,"LaSalle County, IL",Medicaid,587
2017-01-01,"Camden County, NJ",Medicaid,2361
2017-01-01,"Johnston County, NC",Medicaid,1167
2017-01-01,"Clermont County, OH",Medicaid,775
2017-01-01,"Dallas County, TX",Medicaid,20788
2017-01-01,"Broward County, FL",Private Insurance,10138
2017-01-01,"Miami-Dade County, FL",Private Insurance,13451
2017-01-01,"Unidentified Counties, FL",Private Insurance,4225
2017-01-01,"Columbia County, GA",Private Insurance,791
2017-01-01,"DeKalb County, IL",Private Insurance,693
2017-01-01,"Rock Island County, IL",Private Insurance,794
2017-01-01,"Wyandotte County, KS",Private Insurance,878
2017-01-01,"Genesee County, MI",Private Insurance,1913
2017-01-01,"Douglas County, NE",Private Insurance,4556
2017-01-01,"Bronx County, NY",Private Insurance,4057
2017-01-01,"Alamance County, NC",Private Insurance,840
2017-01-01,"Rowan County, NC",Private Insurance,574
2017-01-01,"Cambria County, PA",Private Insurance,699
2017-01-01,"Wilson County, TN",Private Insurance,940
2017-01-01,"Osceola County, FL",Self Pay,262
2017-01-01,"Plymouth County, MA",Self Pay,42
2017-01-01,"Boone County, MO",Self Pay,60
2017-01-01,"Robeson County, NC",Self Pay,168
2017-01-01,"Delaware County, PA",Self Pay,53
2017-01-01,"Pennington County, SD",Self Pay,57
2017-01-01,"Unidentified Counties, WY",Self Pay,536
2017-01-01,"El Paso County, CO",Other,2692
2017-01-01,"Polk County, FL",Other,80
2017-01-01,"Sarpy County, NE",Other,452
2017-01-01,"Hudson County, NJ",Other,26
2017-01-01,"Unidentified Counties, SC",Other,206
2017-01-01,"Davis County, UT",Other,384
2017-01-01,"Salt Lake County, UT",Other,544
2017-01-01,"DuPage County, IL",Unknown or Not Stated,24
2017-01-01,"Unidentified Counties, SC",Unknown or Not Stated,24
2017-01-01,"Butte County, CA",Medicaid,1269
2017-01-01,"El Dorado County, CA",Medicaid,559
2017-01-01,"San Luis Obispo County, CA",Medicaid,980
2017-01-01,"Santa Cruz County, CA",Medicaid,1354
2017-01-01,"Martin County, FL",Medicaid,669
2017-01-01,"Livingston County, MI",Medicaid,225
2017-01-01,"Missoula County, MT",Medicaid,440
2017-01-01,"Warren County, NJ",Medicaid,261
2017-01-01,"Tompkins County, NY",Medicaid,273
2017-01-01,"Lane County, OR",Medicaid,1705
2017-01-01,"Stafford County, VA",Medicaid,384
2017-01-01,"San Diego County, CA",Private Insurance,20094
2017-01-01,"San Mateo County, CA",Private Insurance,6509
2017-01-01,"Santa Clara County, CA",Private Insurance,16114
2017-01-01,"Solano County, CA",Private Insurance,2718
2017-01-01,"Unidentified Counties, CO",Private Insurance,3766
2017-01-01,"Pinellas County, FL",Private Insurance,3745
2017-01-01,"Sarasota County, FL",Private Insurance,1300
2017-01-01,"York County, ME",Private Insurance,1129
2017-01-01,"Unidentified Counties, MN",Private Insurance,13675
2017-01-01,"Nassau County, NY",Private Insurance,9328
2017-01-01,"Beaver County, PA",Private Insurance,822
2017-01-01,"Washington County, TN",Private Insurance,593
2017-01-01,"St. Tammany Parish, LA",Self Pay,36
2017-01-01,"Cumberland County, ME",Self Pay,90
2017-01-01,"Anne Arundel County, MD",Self Pay,89
2017-01-01,"Jasper County, MO",Self Pay,55
2017-01-01,"Franklin County, OH",Self Pay,652
2017-01-01,"Shelby County, AL",Other,33
2017-01-01,"Stanislaus County, CA",Other,30
2017-01-01,"New Haven County, CT",Other,203
2017-01-01,"Hampton city, VA",Other,285
2017-01-01,"Sheboygan County, WI",Other,18
2017-01-01,"Hawaii County, HI",Unknown or Not Stated,12
2017-01-01,"Unidentified Counties, IN",Unknown or Not Stated,86
2017-01-01,"Unidentified Counties, IA",Unknown or Not Stated,18
2017-01-01,"Westchester County, NY",Unknown or Not Stated,11
2017-01-01,"Lehigh County, PA",Unknown or Not Stated,68
2017-01-01,"Butte County, CA",Private Insurance,1067
2017-01-01,"Saginaw County, MI",Private Insurance,998
2017-01-01,"Ada County, ID",Self Pay,158
2017-01-01,"Berrien County, MI",Self Pay,24
2017-01-01,"Kalamazoo County, MI",Self Pay,53
2017-01-01,"Linn County, OR",Self Pay,36
2017-01-01,"Marion County, OR",Self Pay,86
2017-01-01,"Luzerne County, PA",Self Pay,53
2017-01-01,"Aiken County, SC",Self Pay,24
2017-01-01,"Blount County, TN",Self Pay,12
2017-01-01,"Buncombe County, NC",Other,13
2017-01-01,"Stark County, OH",Other,37
2017-01-01,"Douglas County, OR",Other,24
2017-01-01,"Ulster County, NY",Unknown or Not Stated,26
2017-01-01,"Pierce County, WA",Unknown or Not Stated,16
2017-01-01,"Waukesha County, WI",Unknown or Not Stated,13
2018-01-01,"Jefferson County, AL",Other,75
2018-01-01,"Lee County, AL",Other,168
2018-01-01,"Unidentified Counties, AZ",Other,320
2018-01-01,"Benton County, AR",Other,28
2018-01-01,"Pulaski County, AR",Other,29
2018-01-01,"Unidentified Counties, AR",Other,644
2018-01-01,"Humboldt County, CA",Other,258
2018-01-01,"Kings County, CA",Other,14
2018-01-01,"Marin County, CA",Other,22
2018-01-01,"Placer County, CA",Other,158
2018-01-01,"Santa Cruz County, CA",Other,30
2018-01-01,"Shasta County, CA",Other,12
2018-01-01,"Sonoma County, CA",Other,25
2018-01-01,"Yolo County, CA",Other,14
2018-01-01,"Jefferson County, CO",Other,88
2018-01-01,"Larimer County, CO",Other,24
2018-01-01,"Pueblo County, CO",Other,71
2018-01-01,"Tolland County, CT",Other,21
2018-01-01,"Windham County, CT",Other,19
2018-01-01,"New Castle County, DE",Other,85
2018-01-01,"Alachua County, FL",Other,17
2018-01-01,"Lee County, FL",Other,28
2018-01-01,"Leon County, FL",Other,21
2018-01-01,"Volusia County, FL",Other,39
2018-01-01,"Bibb County, GA",Other,102
2018-01-01,"Clarke County, GA",Other,15
2018-01-01,"Hawaii County, HI",Other,35
2018-01-01,"Unidentified Counties, HI",Other,10
2018-01-01,"Canyon County, ID",Other,83
2018-01-01,"Champaign County, IL",Other,28
2018-01-01,"Cook County, IL",Other,767
2018-01-01,"Kendall County, IL",Other,12
2018-01-01,"Macon County, IL",Other,13
2018-01-01,"Madison County, IL",Other,42
2018-01-01,"Peoria County, IL",Other,12
2018-01-01,"Sangamon County, IL",Other,63
2018-01-01,"Will County, IL",Other,36
2018-01-01,"Winnebago County, IL",Other,18
2018-01-01,"Unidentified Counties, IL",Other,214
2018-01-01,"Johnson County, IN",Other,62
2018-01-01,"Lake County, IN",Other,63
2018-01-01,"Madison County, IN",Other,79
2018-01-01,"Marion County, IN",Other,715
2018-01-01,"Porter County, IN",Other,11
2018-01-01,"Vigo County, IN",Other,40
2018-01-01,"Johnson County, IA",Other,33
2018-01-01,"Woodbury County, IA",Other,10
2018-01-01,"Hardin County, KY",Other,143
2018-01-01,"Kenton County, KY",Other,19
2018-01-01,"Ascension Parish, LA",Other,18
2018-01-01,"Calcasieu Parish, LA",Other,25
2018-01-01,"East Baton Rouge Parish, LA",Other,34
2018-01-01,"Rapides Parish, LA",Other,26
2018-01-01,"Tangipahoa Parish, LA",Other,17
2018-01-01,"Penobscot County, ME",Other,40
2018-01-01,"Baltimore County, MD",Other,121
2018-01-01,"Carroll County, MD",Other,27
2018-01-01,"Charles County, MD",Other,41
2018-01-01,"St. Mary's County, MD",Other,165
2018-01-01,"Barnstable County, MA",Other,209
2018-01-01,"Hampden County, MA",Other,341
2018-01-01,"Middlesex County, MA",Other,231
2018-01-01,"Kalamazoo County, MI",Other,62
2018-01-01,"Monroe County, MI",Other,13
2018-01-01,"Oakland County, MI",Other,24
2018-01-01,"St. Clair County, MI",Other,11
2018-01-01,"Washtenaw County, MI",Other,27
2018-01-01,"Unidentified Counties, MI",Other,314
2018-01-01,"Olmsted County, MN",Other,17
2018-01-01,"St. Louis County, MN",Other,55
2018-01-01,"Scott County, MN",Other,16
2018-01-01,"Wright County, MN",Other,23
2018-01-01,"DeSoto County, MS",Other,28
2018-01-01,"Unidentified Counties, MS",Other,95
2018-01-01,"Jasper County, MO",Other,17
2018-01-01,"St. Charles County, MO",Other,40
2018-01-01,"St. Louis County, MO",Other,113
2018-01-01,"St. Louis city, MO",Other,60
2018-01-01,"Merrimack County, NH",Other,25
2018-01-01,"Rockingham County, NH",Other,112
2018-01-01,"Unidentified Counties, NH",Other,87
2018-01-01,"Burlington County, NJ",Other,12
2018-01-01,"Camden County, NJ",Other,32
2018-01-01,"Essex County, NJ",Other,27
2018-01-01,"Gloucester County, NJ",Other,10
2018-01-01,"Hudson County, NJ",Other,13
2018-01-01,"Mercer County, NJ",Other,16
2018-01-01,"Ocean County, NJ",Other,29
2018-01-01,"Warren County, NJ",Other,18
2018-01-01,"Unidentified Counties, NJ",Other,10
2018-01-01,"Oswego County, NY",Other,79
2018-01-01,"Rockland County, NY",Other,114
2018-01-01,"Saratoga County, NY",Other,171
2018-01-01,"Tompkins County, NY",Other,21
2018-01-01,"Westchester County, NY",Other,613
2018-01-01,"Forsyth County, NC",Other,14
2018-01-01,"Guilford County, NC",Other,15
2018-01-01,"Johnston County, NC",Other,36
2018-01-01,"Pitt County, NC",Other,26
2018-01-01,"Rowan County, NC",Other,10
2018-01-01,"Allen County, OH",Other,42
2018-01-01,"Clark County, OH",Other,53
2018-01-01,"Fairfield County, OH",Other,101
2018-01-01,"Licking County, OH",Other,79
2018-01-01,"Portage County, OH",Other,35
2018-01-01,"Richland County, OH",Other,77
2018-01-01,"Wood County, OH",Other,14
2018-01-01,"Tulsa County, OK",Other,131
2018-01-01,"Deschutes County, OR",Other,29
2018-01-01,"Douglas County, OR",Other,18
2018-01-01,"Jackson County, OR",Other,28
2018-01-01,"Linn County, OR",Other,26
2018-01-01,"Multnomah County, OR",Other,54
2018-01-01,"Bucks County, PA",Other,35
2018-01-01,"Cambria County, PA",Other,12
2018-01-01,"Cumberland County, PA",Other,136
2018-01-01,"Delaware County, PA",Other,41
2018-01-01,"Erie County, PA",Other,394
2018-01-01,"Fayette County, PA",Other,10
2018-01-01,"Lebanon County, PA",Other,27
2018-01-01,"Luzerne County, PA",Other,41
2018-01-01,"Schuylkill County, PA",Other,25
2018-01-01,"Washington County, PA",Other,10
2018-01-01,"Kent County, RI",Other,18
2018-01-01,"Unidentified Counties, RI",Other,133
2018-01-01,"Beaufort County, SC",Other,344
2018-01-01,"Minnehaha County, SD",Other,76
2018-01-01,"Blount County, TN",Other,11
2018-01-01,"Hamilton County, TN",Other,36
2018-01-01,"Sullivan County, TN",Other,14
2018-01-01,"Washington County, TN",Other,26
2018-01-01,"Williamson County, TN",Other,32
2018-01-01,"Wilson County, TN",Other,29
2018-01-01,"Comal County, TX",Other,38
2018-01-01,"Ellis County, TX",Other,17
2018-01-01,"Grayson County, TX",Other,25
2018-01-01,"Hays County, TX",Other,43
2018-01-01,"Kaufman County, TX",Other,13
2018-01-01,"McLennan County, TX",Other,24
2018-01-01,"Nueces County, TX",Other,1238
2018-01-01,"Potter County, TX",Other,53
2018-01-01,"Smith County, TX",Other,23
2018-01-01,"Tarrant County, TX",Other,59
2018-01-01,"Tom Green County, TX",Other,22
2018-01-01,"Travis County, TX",Other,168
2018-01-01,"Webb County, TX",Other,1186
2018-01-01,"Chittenden County, VT",Other,52
2018-01-01,"Arlington County, VA",Other,57
2018-01-01,"Henrico County, VA",Other,27
2018-01-01,"Prince William County, VA",Other,105
2018-01-01,"Spotsylvania County, VA",Other,12
2018-01-01,"Stafford County, VA",Other,26
2018-01-01,"Cowlitz County, WA",Other,18
2018-01-01,"Skagit County, WA",Other,52
2018-01-01,"Snohomish County, WA",Other,243
2018-01-01,"Brown County, WI",Other,42
2018-01-01,"Dane County, WI",Other,20
2018-01-01,"Milwaukee County, WI",Other,136
2018-01-01,"Calhoun County, AL",Medicaid,716
2018-01-01,"Madison County, AL",Medicaid,1632
2018-01-01,"Mobile County, AL",Medicaid,3245
2018-01-01,"Montgomery County, AL",Medicaid,1927
2018-01-01,"Alachua County, FL",Medicaid,1175
2018-01-01,"Duval County, FL",Medicaid,5927
2018-01-01,"Escambia County, FL",Medicaid,2003
2018-01-01,"Bibb County, GA",Medicaid,1379
2018-01-01,"Chatham County, GA",Medicaid,1536
2018-01-01,"Clarke County, GA",Medicaid,631
2018-01-01,"Henry County, GA",Medicaid,1264
2018-01-01,"Lowndes County, GA",Medicaid,866
2018-01-01,"Muscogee County, GA",Medicaid,1478
2018-01-01,"Unidentified Counties, GA",Medicaid,22623
2018-01-01,"Champaign County, IL",Medicaid,886
2018-01-01,"DeKalb County, IL",Medicaid,436
2018-01-01,"Kankakee County, IL",Medicaid,172
2018-01-01,"Kendall County, IL",Medicaid,279
2018-01-01,"Madison County, IL",Medicaid,850
2018-01-01,"Peoria County, IL",Medicaid,1296
2018-01-01,"St. Clair County, IL",Medicaid,1003
2018-01-01,"Delaware County, IN",Medicaid,524
2018-01-01,"Vanderburgh County, IN",Medicaid,762
2018-01-01,"Shawnee County, KS",Medicaid,897
2018-01-01,"Fayette County, KY",Medicaid,1452
2018-01-01,"Jefferson County, KY",Medicaid,4287
2018-01-01,"Bossier Parish, LA",Medicaid,802
2018-01-01,"Caddo Parish, LA",Medicaid,2087
2018-01-01,"Calcasieu Parish, LA",Medicaid,1910
2018-01-01,"East Baton Rouge Parish, LA",Medicaid,3448
2018-01-01,"Lafayette Parish, LA",Medicaid,1757
2018-01-01,"Orleans Parish, LA",Medicaid,2989
2018-01-01,"Ouachita Parish, LA",Medicaid,1346
